name,id,found,desc
Clemente Engonga Andeme,Q112162972,Clemente Engonga Nguema Andeme,Equatoguinean politician
Clemente Engonga Nguema Andeme,Q112162972,Clemente Engonga Nguema Andeme,Equatoguinean politician
Clemente Engonga Nguema Onguene,Q112162972,Clemente Engonga Nguema Andeme,Equatoguinean politician
Clemente Ferreiro Villarino,Q112175156,Clemente Ferreiro Villarino,Equatoguinean politician
Col Francisco Edu Ngua,Q112175158,Francisco Edu Ngua,Equatoguinean politician
Col Manuel Nguema Mba,Q112162997,Manuel Nguema Mba,
Conrado Okenve Ndoho,Q112133387,Conrado Okenve Ndoho,Equatoguinean politician
Constantino Ekong,Q112162973,Constantino Ekong Zue,Equatoguinean politician
Constantino Ekong Nsue,Q112162973,Constantino Ekong Zue,Equatoguinean politician
Constantino Ekong Zue,Q112162973,Constantino Ekong Zue,Equatoguinean politician
Consuelo Ondó Nsang,Q112133389,Consuelo Ondo Nsang,Equatoguinean politician
Cresencio Tamarite Castaño,Q112133772,Cresencio Tamarite Castaño,Equatoguinean politician
Cristobal Mañana Ela,Q112128524,Cristóbal Meñana Ela,Equatoguinean politician
Cándido Ncogo Engono Nchama,Q112175162,Cándido Ncogo Engono Nchama,Equatoguinean politician
César Augusto Mba Abogo,Q112162976,César Augusto Mba Abogo,Equatoguinean politician
Daniel Ncogo Ncogo,Q112175163,Daniel Ncogo Ncogo,Equatoguinean politician
Demetrio Elo Ndong Nsefumu,Q112128517,Demetrio Elo Ndong Nsefumu,Equatoguinean politician
Diosdado Nsue Milang,Q112054486,Diosdado Vicente Nsue Milang,Equatoguinean politician
Diosdado-Sergio Osa Mongono,Q112175164,Diosdado-Sergio Osa Mongono,Equatoguinean politician
Diosdado-Vicente Nsue Milang,Q112054486,Diosdado Vicente Nsue Milang,Equatoguinean politician
Domingo Mba Esono,Q112133572,Domingo Mba Esono,Equatoguinean politician
Domingo Olomo Nve,Q112175165,Domingo Olomo Nve,Equatoguinean politician
Dámaso Mitoha Ondo'O Ayecaba,Q112175166,Dámaso Mitoha Ondo'O Ayecaba,Equatoguinean politician
Ela Obiang,Q112175167,Ela Obiang,Equatoguinean politician
Elias Ovono Nguema,Q112133243,Elias Ovono Nguema Nfono,Equatoguinean politician
Enrique Mercader Costa,Q112133587,Enrique Mercader Costa,Equatoguinean politician
Enrique Ovono Ondo,Q112133571,Enrique Ovono Ondo,Equatoguinean politician
Enrique Ovono Ondó,Q112133571,Enrique Ovono Ondo,Equatoguinean politician
Esperanza Gestrudis Davies Eiso,Q112175168,Esperanza Gestrudis Davies Eiso,Equatoguinean politician
Estanislao Don Malavo,Q112162980,Estanislao Don Malavo,Equatoguinean politician
Eucario Bacale Angue,Q112133244,Eucario Bakale Angüe,Equatoguinean politician
Eucario Bacale Angüe,Q112133244,Eucario Bakale Angüe,Equatoguinean politician
Eugenio Nze Obiang,Q112133750,Eugenio Nse Obiang,Equatoguinean politician
Eulalia Envo Bela,Q112133245,Eulalla Envo Bela,Equatoguinean politician
Eulalia Nvo Bela,Q112133245,Eulalla Envo Bela,Equatoguinean politician
Evangelina Filomena Oyo Ebule,Q42907516,Evangelina Oyo Ebule,Equatorial Guinean politician
Faustino Ndong Esono Eyang,Q112162982,Faustino Ndong Esono Eyang,Equatoguinean politician
Fausto Abeso Fuma,Q5438322,Fausto Abeso Fuma,Equatoguinean diplomat
Federico Abaga Ondó,Q112133397,Federico Abaga Ondo Nfono,Equatoguinean politician
Fernando Mabale Mba,Q112162983,Fernando Mbale Mba,Equatoguinean politician
Fidel Nsue Micha,Q112162984,Fidel Nsue Micha,Equatoguinean politician
Fidel-Marcos Meñe Ncogo,Q112128528,Fidel Marcos Mañe Ncogo,Equatoguinean politician
Filiberto Ntutumu Nguema,Q45320454,Filiberto Ntutumu Nguema,
Florentino Alogo,Q112175173,Florentino Alogo,Equatoguinean politician
Florentino Nkogo Ndong,Q112133583,Florentino Ncogo Ndong,Equatoguinean politician
Fortunato Ofa Mbo Nchama,Q112128545,Fortunato Ofa Mbo Nchama,Equatoguinean politician
Fortunato Osa Mbo,Q112128545,Fortunato Ofa Mbo Nchama,Equatoguinean politician
Francisca Tachup Belope,Q112133405,Francisca Tatchoup Belope,Equatoguinean politician
Francisca Tatchup Belope,Q112133405,Francisca Tatchoup Belope,Equatoguinean politician
Francisco Edu Ngua,Q112175158,Francisco Edu Ngua,Equatoguinean politician
Francisco Edu Ngua Mangue,Q112175158,Francisco Edu Ngua,Equatoguinean politician
Francisco Javier Ngomo,Q112162986,Francisco Javier Ngomo Mbengono,Equatoguinean politician
Francisco Javier Ngomo Mbengono,Q112162986,Francisco Javier Ngomo Mbengono,Equatoguinean politician
Francisco Mabale Nseng,Q112128497,Francisco Mabale Nseng,Equatoguinean politician
Francisco Mba Mabale,Q112175178,Francisco Mba Mabale,Equatoguinean politician
Francisco Mba Olo Bahamonde,Q112128550,Francisco Mba Olo Bahamonde,Equatoguinean politician
Francisco Mba Oló Bahamonde,Q112128550,Francisco Mba Olo Bahamonde,Equatoguinean politician
Francisco Mbengono,Q112162986,Francisco Javier Ngomo Mbengono,Equatoguinean politician
Francisco Ngomo Mbengono,Q112162986,Francisco Javier Ngomo Mbengono,Equatoguinean politician
Francisco Obá Bahamonde,Q112175179,Francisco Obá Bahamonde,Equatoguinean politician
Francisco Pascual Eyegue Obama Asue,Q24761111,Francisco Pascual Obama Asue,Prime Minister of Equatorial Guinea (2016-present)
Francisco Pascual Obama Asue,Q24761111,Francisco Pascual Obama Asue,Prime Minister of Equatorial Guinea (2016-present)
Francisco Pascual Obama Eyegue,Q24761111,Francisco Pascual Obama Asue,Prime Minister of Equatorial Guinea (2016-present)
Francisco Pascual [Eyegue] Obama Asue,Q24761111,Francisco Pascual Obama Asue,Prime Minister of Equatorial Guinea (2016-present)
Gabriel Mbega Lima,Q45042829,Gabriel Mbega,Equatorial Guinean Government member
Gabriel Mbega Obiang Lima,Q45042829,Gabriel Mbega,Equatorial Guinean Government member
Gen Antonio Mba Nguema,Q63731266,Antonio Mba Nguema,
Gen Manuel Nguema Mba,Q112162997,Manuel Nguema Mba,
Gen Santiago Mauro Nguema,Q112178857,Santiago Mauro Nguema,Equatoguinean politician
Gen. Jaime Obama Owono Nchama,Q112175180,Jaime Obama Owono Nchama,Equatoguinean politician
Gen. Melanio Ebendeng Nsomo,Q112175181,Melanio Ebendeng Nsomo,Equatoguinean politician
Gerónimo-Carlos Osa Osa Nzang,Q112175182,Gerónimo-Carlos Osa Osa Nzang,Equatoguinean politician
Gregorio Boho Camo,Q112162987,Gregorio Boho Camo,Equatoguinean politician
Guillermina Mokuy Mba Obono,Q24685671,Guillermina Mekuy,politician
Heriberto Meco Mbengono,Q112133249,Heriberto Meko Mbengono,Equatoguinean politician
Heriberto Meko Mbengono,Q112133249,Heriberto Meko Mbengono,Equatoguinean politician
Heriberto Miko Mbengono,Q112133249,Heriberto Meko Mbengono,Equatoguinean politician
Hermes Ela Mifumu,Q112133412,Hermes Ela Mifumu,Equatoguinean politician
Hilario Sisa Torrez,Q112128482,Hilario Sisa Torres,Equatoguinean politician
Hipólito Ondo Nvo Bela,Q112175187,Hipólito Ondo Nvo Bela,Equatoguinean politician
Honorato Evita Oma,Q112175188,Honorato Evita Oma,Equatoguinean politician
Ignacio Milam Tang,Q57898,Ignacio Milam Tang,Equatoguinean politician
Isidoro Eyi Monsuy Andeme,Q112175189,Isidoro Eyi Monsuy Andeme,Equatoguinean politician
Isidoro Eyi Monsuy Aneme,Q112175189,Isidoro Eyi Monsuy Andeme,Equatoguinean politician
Jaime Ela Ndong,Q112128530,Jaime Ela Ndong,Equatoguinean politician
Jaime Ela Ndong / Oyana,Q112128530,Jaime Ela Ndong,Equatoguinean politician
Jeremias Ondo Ngomo,Q112162989,Jeremias Ondo Ngomo,Equatoguinean politician
Jeremias Ondó Ngomo,Q112162989,Jeremias Ondo Ngomo,Equatoguinean politician
Jeronimo Osa Osa Ekoro,Q3177434,Jeronimo Osa Osa Ecoro,Equatoguinean politician
Jesus Engonga Ndong,Q112133418,Jesus Engonga Ndong Eyono,Equatoguinean politician
Jesusa Obono Engono,Q112128467,Jesusa Obono Engono,Equatoguinean politician
Jesús Engonga Ndong,Q112133418,Jesus Engonga Ndong Eyono,Equatoguinean politician
Joaquin Elema Borengue,Q112175192,Joaquin Elema Borengue,Equatoguinean politician
Joaquin Mbana,Q112162990,Joaquín Mbana Nchama,Equatoguinean politician
Joaquín Mbana,Q112162990,Joaquín Mbana Nchama,Equatoguinean politician
Jose Angel Boricó Moisés,Q112175193,Jose Angel Boricó Moisés,Equatoguinean politician
Jose Eneme Oyono,Q5438667,José Eneme Oyono,Equatorial Guinean physician
Jose Esono Micha,Q55200319,Jose Esono Micha,Equatoguinean ambassador
Jose Maria Ondo Oyono,Q112175194,Jose Maria Ondo Oyono,Equatoguinean politician
Jose Mba Obama Bendomo,Q112175195,Jose Mba Obama Bendomo,Equatoguinean politician
José Elá Oyana,Q112162991,José Ela Oyana,Equatoguinean politician
José-Angel Borico Moises,Q112175193,Jose Angel Boricó Moisés,Equatoguinean politician
José-Jaime Ondo Ndong,Q112175197,José-Jaime Ondo Ndong,Equatoguinean politician
Juan Antonio Bibang Nchuchuma,Q112133252,Juan Antonio Bibang Nchuchuma,Equatoguinean politician
Juan Antonio Ntutumu,Q112162993,Juan Antonio Ntutumu,Equatoguinean politician
Juan Ndong Nguema,Q63442033,Juan Ndong Nguema Mbengono,Equatoguinean diplomat
Juan Nko Mbula,Q112162994,Juan Nko Mbula,Equatoguinean politician
Juan Obama Mba,Q112175199,Juan Obama Mba,Equatoguinean politician
Juan Olo Mba Nseng,Q112175200,Juan Olo Mba Nseng,Equatoguinean politician
Juan Oló Mba Nseng,Q112175200,Juan Olo Mba Nseng,Equatoguinean politician
Juan-Antonio Bibang Nchuchuma,Q112133252,Juan Antonio Bibang Nchuchuma,Equatoguinean politician
Justino Obama Nve,Q112162995,Justino Obama Nve,Equatoguinean politician
Justino Obama Nvé,Q112162995,Justino Obama Nve,Equatoguinean politician
Leandro Micó Angué,Q112162996,Leandro Miko Angue,Equatoguinean politician
Leocadio Ndong Moñung,Q112133253,Leocadio Ndong Monumu,Equatoguinean politician
Lucas Abaga Nchama,Q17711819,Lucas Abaga Nchama,Equatoguinean politician
Lucas Nguema Esono,Q112128541,Lucas Nguema Esono Mbang,Equatoguinean politician
Lucas Nguema Esono Mbang,Q112128541,Lucas Nguema Esono Mbang,Equatoguinean politician
Luciano Esono Bitegue,Q112175204,Luciano Esono Bitegue,Equatoguinean politician
Manuel Asumu Cawan,Q112175205,Manuel Asumu Cawan,Equatoguinean politician
Manuel Cristobal Morgades Ichaka,Q112175206,Manuel Cristobal Morgades Ichaka,Equatoguinean politician
Manuel Cristóbal Morgades Ichaca,Q112175206,Manuel Cristobal Morgades Ichaka,Equatoguinean politician
Manuel Nguema Mba,Q112162997,Manuel Nguema Mba,Equatoguinean politician
Manuel Sabino Asumu Cawan,Q112175205,Manuel Asumu Cawan,Equatoguinean politician
Manuela Roca Botey,Q112175210,Manuela Roca Botey,Equatoguinean politician
Marcelino Nguema Onguene,Q55104853,Marcelino Nguema Onguene,Equatoguinean politician
Marcelino Owono,Q29122413,Marcelino Owono Edu,politician
Marcelino Owono Edu,Q29122413,Marcelino Owono Edu,politician
Marcelino Oyono Ntutumu,Q112128490,Marcelino Oyono Ntutumu,Equatoguinean politician
Margarita Alene Mba,Q112128475,Margarita Alene Mba,Equatoguinean politician
Mari Carmen Ecoro,Q43663042,Mari Carmen Ecoro,politician
Maria Consuelo Nguema Oyana,Q112133713,Ma Consuelo Nguema Oyana,Equatoguinean politician
Maria Jesus Ncara Owono,Q112175211,Maria Jesus Ncara Owono,Equatoguinean politician
Maria Leonor Epan Biribe,Q112133717,Maria Leonor Epam Biribe,Equatoguinean politician
Maria Vida Asue Ndong,Q112175213,Maria Vida Asue Ndong,Equatoguinean politician
Maria del Carmen Ekoro,Q112162998,Maria del Carmen Ekoro,Equatoguinean politician
Mariano Esono Ondo,Q112128514,Mariano Esono Ondo Mibui,Equatoguinean politician
Martin Crisantos Esono Edjo,Q112175214,Martin Crisantos Esono Edjo,Equatoguinean politician
Martin Ndong Nsue,Q112175215,Martin Ndong Nsue,Equatoguinean politician
Martin-Crisantos Ebe Mba,Q112133260,Martin Crisantos Ebee Mba,Equatoguinean politician
María Consuelo Nguema Oyana,Q112133713,Ma Consuelo Nguema Oyana,Equatoguinean politician
Mauricio Asumu Bokung,Q112128491,Mauricio Bokung Asumu,Equatoguinean politician
Mauricio Bokung Asumu,Q112128491,Mauricio Bokung Asumu,Equatoguinean politician
Melanio Ebendeng Nsono,Q112175181,Melanio Ebendeng Nsomo,Equatoguinean politician
Melchor Ekua Ondó,Q112175219,Melchor Ekua Ondó,Equatoguinean politician
Melchor Esono Edjo,Q112133263,Melchor Esono Edjo,Equatoguinean politician
Miguel Abia Biteo,Q1353126,Miguel Abia Biteo Boricó,Equatoguinean politician (1961-2012)
Miguel Abia Biteo Borico,Q1353126,Miguel Abia Biteo Boricó,Equatoguinean politician (1961-2012)
Miguel Abia Biteo Boriko,Q1353126,Miguel Abia Biteo Boricó,Equatoguinean politician (1961-2012)
Miguel Edjang Angue,Q112128511,Miguel Edjang Angue,Equatoguinean politician
Miguel Ekua Ondó,Q112163002,Miguel Ekua Ondo,Equatoguinean politician
Miguel Esono Mansogo,Q112175222,Miguel Esono Mansogo,Equatoguinean politician
Miguel Eyanga Djoba Malango,Q112163004,Miguel Eyanga Jobe Malango,Equatoguinean politician
Miguel Eyanga Jobe Malango,Q112163004,Miguel Eyanga Jobe Malango,Equatoguinean politician
Miguel Mba Nsang Mikue,Q112133727,Miguel Mba Nsang Mikue,Equatoguinean politician
Miguel Nsue Micha,Q112162984,Fidel Nsue Micha,Equatoguinean politician
Miguel Obiang Abeso,Q112175225,Miguel Obiang Abeso,Equatoguinean politician
Miguel Oyono Ndong Mifumu,Q108426370,Miguel Oyono Ndong Mifumu,Minister of foreign affairs for Equatorial Guinea
Montserrat Afang Ondo,Q112175226,Montserrat Afang Ondo,Equatoguinean politician
Nicolas Houtonji Acapo,Q112163009,Nicolás Houtonji Acapo,Equatoguinean politician
Nicolas Obama Nchama,Q112163007,Nicolas Obama Nchama,Equatoguinean politician
Nicolás Houtonji Acapo,Q112163009,Nicolás Houtonji Acapo,Equatoguinean politician
Nicolás Obama Nchama,Q112163007,Nicolas Obama Nchama,Equatoguinean politician
Norborto-Bartolomé Mensuy Mañe Andeme,Q112175227,Norborto-Bartolomé Mensuy Mañe Andeme,Equatoguinean politician
Pascual Ondo Nse Oyana,Q112175228,Pascual Ondo Nse Oyana,Equatoguinean politician
Pastor Micha Ondo Bile,Q58151,Pastor Micha Ondó Bile,Equatoguinean diplomat
Pastor Micha Ondó Bile,Q58151,Pastor Micha Ondó Bile,Equatoguinean diplomat
Pastor Micha Ondó Bilé,Q58151,Pastor Micha Ondó Bile,Equatoguinean diplomat
Pedro Abaga Esono,Q112175229,Pedro Abaga Esono,Equatoguinean politician
Pedro Cristino Bueriberi,Q112133443,Pedro Cristino Bueriberi Bokesa,Equatoguinean politician
Pedro Ela Nguema Buna,Q112175230,Pedro Ela Nguema Buna,Equatoguinean politician
Pedro Mabale Fuga,Q18823096,Pedro-Mabale Fuga Afang,Equatoguinean football player and manager
Pedro Nguema Ndong,Q112175231,Pedro Nguema Ndong,Equatoguinean politician
Pedro Ondo Nguema,Q112133267,Pedro Ondo Nguema Okomo,Equatoguinean politician
Pedro Ondó Nguema,Q112133267,Pedro Ondo Nguema Okomo,Equatoguinean politician
Pelagia Abeso,Q112133723,Pelagia Abeso Tomo,Equatoguinean politician
Pilar Buepoyo Boseka,Q7193770,Pilar Buepoyo Boseka,Equatoguinean politician
Prudencio Botey Sobole,Q61767161,Prudencio Botey Sobole,politician in Equatorial Guinea
Purificacion Buari Lazaquero,Q112133270,Purificacion Bohari Lasaguero,Equatoguinean politician
Purificación Buari Lasaquero,Q112133270,Purificacion Bohari Lasaguero,Equatoguinean politician
Purificación Buhari Lesaquero,Q112133270,Purificacion Bohari Lasaguero,Equatoguinean politician
Purificación Opo Barila,Q112175234,Purificación Opo Barila,Equatoguinean politician
Reginaldo Asu Mangue,Q112133445,Reginaldo Asu Mangue,Equatoguinean politician
Reinaldo Asu Mangue,Q112133445,Reginaldo Asu Mangue,Equatoguinean politician
Ricardo Mangue Obama Nfubea,Q602837,Ricardo Mangue Obama Nfubea,Equatoguinean politician
Ricardo Obama Nfubea,Q602837,Ricardo Mangue Obama Nfubea,Equatoguinean politician
Ruben Maye Nsue,Q55104856,Rubén Maye Nsue Mangue,Equatoguinean politician
Ruben Maye Nsue Mangue,Q55104856,Rubén Maye Nsue Mangue,Equatoguinean politician
Ruben Mye Nsue,Q112163012,Ruben Mye Nsue,Equatoguinean politician
Rufino Ndong Esono Nchama,Q112163013,Rufino Ndong Esono Nchama,Equatoguinean politician
Rufino Ovono Ondo,Q112175236,Rufino Ovono Ondo,Equatoguinean politician
Salomon Nfa Ndong,Q112133448,Salomon Nfa Ndong Nseng,Equatoguinean politician
Salomon Nguema Obono,Q112128523,Salomón Nguema Owono,Equatoguinean politician
Salomon Nguema Owono,Q112128523,Salomón Nguema Owono,Equatoguinean politician
Salvador Mangue Ayingono,Q112163015,Salvador Mangue Avingono,Equatoguinean politician
Salvador Ondó Nkumu,Q112163016,Salvador Ondo Nkumu,Equatoguinean politician
Salvador Sabas Bolekia,Q112133591,Salvador-Sabas Bolekia Bueriberi,Equatoguinean politician
Santiago Esua Nko,Q112133776,Santiago Esua Nko,Equatoguinean politician
Santiago Francisco Engonga Esono,Q112175240,Santiago Francisco Engonga Esono,Equatoguinean politician
Santiago Mba Eneme Nsuga,Q112175241,Santiago Mba Eneme Nsuga,Equatoguinean politician
Santiago Ngua Nfumu,Q112128487,Santiago Ngua Nfumu Eyang,Equatoguinean politician
Santiago Nsobeya Barreiros,Q112175242,Santiago Nsobeya Barreiros,Equatoguinean politician
Santiago Nsobeya Efuman,Q17198388,Santiago Nchama,equatoguinean politician
Santiago Nsobeya Efuman Nchama,Q17198388,Santiago Nchama,equatoguinean politician
Santiago Ondo Esono Asangono,Q112175243,Santiago Ondo Esono Asangono,Equatoguinean politician
Secundino Nvono Avomo,Q112133562,Secundino Nvono Avomo,Equatoguinean politician
Secundino Oyono Awong Ada,Q112175244,Secundino Oyono Awong Ada,Equatoguinean politician
Silvestre Siale Bileka,Q325106,Silvestre Siale Bileka,Equatoguinean politician
Simeón Oyono Esono Angue,Q55098190,Simeón Oyono Esono,Equatoguinean politician
Teobaldo Nchaso Matomba,Q112163017,Teobaldo Nchaso Matomba,Equatoguinean politician
Teodoro Nguema Obiang Mange,Q477201,Teodoro Nguema,"Equatoguinean politician, son of Equatorial Guinea President Teodoro Obiang"
Teodoro Nguema Obiang Mangue,Q477201,Teodoro Nguema,"Equatoguinean politician, son of Equatorial Guinea President Teodoro Obiang"
Teresa Avoro,Q112133278,Teresa Avoro Nguema,Equatoguinean politician
Teresa Efua Asangono,Q100786539,Teresa Efua Asangono,Equatoguinean politician
Tomas Esono Ava,Q112163018,Tomas Esono Ava,Equatoguinean politician
Tomas Mecheba Fernandez Galilea,Q112133279,Tomas Mecheba Fernandez Galllea,Equatoguinean politician
Tomas Mecheba Fernández,Q112133279,Tomas Mecheba Fernandez Galllea,Equatoguinean politician
Tomas Mecheba Fernández Galilea,Q112133279,Tomas Mecheba Fernandez Galllea,Equatoguinean politician
Tomás Mecheba Fernández,Q112133279,Tomas Mecheba Fernandez Galllea,Equatoguinean politician
Valentin Ela Maye,Q112175246,Valentin Ela Maye,Equatoguinean politician
Vicente Ehate Tomi,Q2201806,Vicente Ehate Tomi,Equatorial Guinea politician
Vicente Eya Olomo,Q112163019,Vicente Eya Olomo,Equatoguinean politician
Vicente Martinez Siosá,Q112175247,Vicente Martinez Siosá,Equatoguinean politician
Vicente Rodriguez Siosa,Q112133280,Vicente Rodriguez Siosa,Equatoguinean politician
Victor Sima Oyana,Q112175248,Victor Sima Oyana,Equatoguinean politician
Victoriana Nchama Nsue,Q112128474,Victoriana Nchama Nsue,Equatoguinean politician
Victoriana Nchama Nsue Okomo,Q112128474,Victoriana Nchama Nsue,Equatoguinean politician
Victoriano Bibang Nsue Okomo,Q103916282,Victoriano Bibang Nsue Okomo,
Vidal Choni Becoba,Q112133282,Vidal Choni Becoba,Equatoguinean politician
Vidal Djoni Becoba,Q112133282,Vidal Choni Becoba,Equatoguinean politician
Virgilio Seriche Riloha,Q112175249,Virgilio Seriche Riloha,Equatoguinean politician
Ángel Mesie Mibuy,Q112128540,Angel Masie Mibuy,Equatoguinean politician
