name,id,found,desc
Francisco Pascual Eyegue Obama Asue,Q24761111,Francisco Pascual Obama Asue,Prime Minister of Equatorial Guinea (2016-present)
Gabriel Mbega Obiang Lima,Q45042829,Gabriel Mbega,Equatorial Guinean Government member
Guillermina Mekuy Mba Obono,Q24685671,Guillermina Mekuy,politician
Hermes Ela Mifumu,Q112133412,Hermes Ela Mifumu,Equatoguinean politician
Ignacio Milam Tang,Q57898,Ignacio Milam Tang,Equatoguinean politician
Jaime Ela Ndong,Q112128530,Jaime Ela Ndong,Equatoguinean politician
Jeronimo Osa Osa Ecoro,Q3177434,Jeronimo Osa Osa Ecoro,
Jesusa Obono Engono,Q112128467,Jesusa Obono Engono,Equatoguinean politician
Jesús Engonga Ndong,Q112133418,Jesus Engonga Ndong Eyono,Equatoguinean politician
Juan Antonio Bibang Nchuchuma,Q112133252,Juan Antonio Bibang Nchuchuma,Equatoguinean politician
Lucas Abaga Nchama,Q17711819,Lucas Abaga Nchama,
Lucas Nguema Esono Mbang,Q112133254,Lucas Nguema Esono Mbang,Equatoguinean politician
Marcelino Nguema Onguene,Q55104853,Marcelino Nguema Onguene,"Marcelino Nguema Onguene nació el 14 de abril de 1946 en el Consejo de Poblado de Eyamoyong-Esawong, distrito de Mongomo (provincia de Wele-Nzas)."
Marcelino Owono Edu,Q29122413,Marcelino Owono Edu,politician
Marcelino Oyono Ntutumu,Q112128490,Marcelino Oyono Ntutumu,Equatoguinean politician
Maria Leonor Epam Biribe,Q112133717,Maria Leonor Epam Biribe,Equatoguinean politician
Mauricio Bokung Asumu,Q112128491,Mauricio Bokung Asumu,Equatoguinean politician
Melchor Esono Edjo,Q112133263,Melchor Esono Edjo,Equatoguinean politician
Micha Ondo Bile,Q58151,Pastor Micha Ondó Bile,Equatoguinean diplomat
Miguel Abia Biteo Borico,Q1353126,Miguel Abia Biteo Boricó,Equatoguinean politician (1961-2012)
Nguema Teodoro Obiang,Q477201,Teodoro Nguema,"Equatoguinean politician, son of Equatorial Guinea President Teodoro Obiang"
Pedro Ondo Nguema,Q112133267,Pedro Ondo Nguema Okomo,Equatoguinean politician
Ricardo Mangue Obama Nfube,Q602837,Ricardo Mangue Obama Nfubea,Equatoguinean politician
Salomon Nguema Owono,Q112128523,Salomón Nguema Owono,Equatoguinean politician
Santiago Ngua Nfumu,Q112128487,Santiago Ngua Nfumu Eyang,Equatoguinean politician
Santiago Nsobeya Efuman,Q17198388,Santiago Nsobeya Efuman N.,Equatoguinean politician
Simeón Oyono Esono Angue,Q55098190,Simeón Oyono Esono,
Teresa Efua Asangono,Q100786539,Teresa Efua Asangono,Equatoguinean politician
Tomas Mecheba Fernandez,Q112133279,Tomas Mecheba Fernandez Galllea,Equatoguinean politician
Vicente Rodriguez Siosa,Q112133280,Vicente Rodriguez Siosa,Equatoguinean politician
Vicente Eate Tomi,Q2201806,Vicente Ehate Tomi,Equatorial Guinea politician
Alejandro Bacale Ncogo,Q112162957,Alejandro Bacale Ncogo,Alejandro Bacale Ncogo
Alejandro Evuna Owono Asangono,Q112162958,Alejandro Evuna Owono Asangono,Alejandro Evuna Owono Asangono
Andrés Jorge Mbomio Nsem Abu,Q112162959,Andrés Jorge Mbomio Nsem Abu,Andrés Jorge Mbomio Nsem Abu
Aniceto Ebiaka Muete,Q112162960,Aniceto Ebiaka Muete,Aniceto Ebiaka Muete
Anselmo Ondo Eseno,Q112162961,Anselmo Ondo Eseno,Anselmo Ondo Eseno
Antonio Martin Ndong Ntutumu,Q112162962,Antonio Martin Ndong Ntutumu,Antonio Martin Ndong Ntutumu
Antonio Nve Nseng,Q112162963,Antonio Nve Nseng,Antonio Nve Nseng
Antonio Pedro Olivera Boropu,Q112162965,Antonio Pedro Olivera Boropu,Antonio Pedro Olivera Boropu
Augustin Nse Nfumu,Q112162966,Augustin Nse Nfumu,Augustin Nse Nfumu
Baltasar Engonga Edjo,Q112162967,Baltasar Engonga Edjo,Baltasar Engonga Edjo
Baltasar Esono Oworo Nfono,Q112162968,Baltasar Esono Oworo Nfono,Baltasar Esono Oworo Nfono
Braulio Ncogo Abegue,Q112162969,Braulio Ncogo Abegue,Braulio Ncogo Abegue
Carmelo Modu Acusé Bindang,Q112162970,Carmelo Modu Acusé Bindang,Carmelo Modu Acusé Bindang
Celestino Bonifacio Bakale Obiang,Q112162971,Celestino Bonifacio Bakale Obiang,Celestino Bonifacio Bakale Obiang
Clemente Engonga Nguema Andeme,Q112162972,Clemente Engonga Nguema Andeme,Clemente Engonga Nguema Andeme
Constantino Ekong Zue,Q112162973,Constantino Ekong Zue,Constantino Ekong Zue
Crescencio Tamarite Castano,Q112162975,Crescencio Tamarite Castano,Crescencio Tamarite Castano
César Augusto Mba Abogo,Q112162976,César Augusto Mba Abogo,César Augusto Mba Abogo
Diosdado Nsue Medja,Q112162977,Diosdado Nsue Medja,Diosdado Nsue Medja
Diosdado Vicente Nsue Milan,Q112162978,Diosdado Vicente Nsue Milan,Diosdado Vicente Nsue Milan
Estanislao Don Malavo,Q112162980,Estanislao Don Malavo,Estanislao Don Malavo
Eugenio Edu Ndong,Q112162981,Eugenio Edu Ndong,Eugenio Edu Ndong
Faustino Ndong Esono Eyang,Q112162982,Faustino Ndong Esono Eyang,Faustino Ndong Esono Eyang
Fernando Mbale Mba,Q112162983,Fernando Mbale Mba,Fernando Mbale Mba
Fidel Nsue Micha,Q112162984,Fidel Nsue Micha,Fidel Nsue Micha
Florentino Nkogo Ndong,Q112162985,Florentino Nkogo Ndong,Florentino Nkogo Ndong
Francisco Javier Ngomo Mbengono,Q112162986,Francisco Javier Ngomo Mbengono,Francisco Javier Ngomo Mbengono
Gregorio Boho Camo,Q112162987,Gregorio Boho Camo,Gregorio Boho Camo
Heriberto Mico Mbengono,Q112162988,Heriberto Mico Mbengono,Heriberto Mico Mbengono
Jeremias Ondo Ngomo,Q112162989,Jeremias Ondo Ngomo,Jeremias Ondo Ngomo
Joaquín Mbana Nchama,Q112162990,Joaquín Mbana Nchama,Joaquín Mbana Nchama
José Ela Oyana,Q112162991,José Ela Oyana,José Ela Oyana
Juan Antonio Ntutumu,Q112162993,Juan Antonio Ntutumu,Juan Antonio Ntutumu
Juan Nko Mbula,Q112162994,Juan Nko Mbula,Juan Nko Mbula
Justino Obama Nve,Q112162995,Justino Obama Nve,Justino Obama Nve
Leandro Miko Angue,Q112162996,Leandro Miko Angue,Leandro Miko Angue
Manuel Nguema Mba,Q112162997,Manuel Nguema Mba,Manuel Nguema Mba
Maria del Carmen Ekoro,Q112162998,Maria del Carmen Ekoro,Maria del Carmen Ekoro
María Consuelo Nguema Oyana,Q112162999,María Consuelo Nguema Oyana,María Consuelo Nguema Oyana
Maximiliano Meko Aveme,Q112163001,Maximiliano Meko Aveme,Maximiliano Meko Aveme
Miguel Ekua Ondo,Q112163002,Miguel Ekua Ondo,Miguel Ekua Ondo
Miguel Engonga Obiang Eyang,Q112163003,Miguel Engonga Obiang Eyang,Miguel Engonga Obiang Eyang
Miguel Eyanga Jobe Malango,Q112163004,Miguel Eyanga Jobe Malango,Miguel Eyanga Jobe Malango
Miguel Oyono Ndongo Mifumu,Q112163005,Miguel Oyono Ndongo Mifumu,Miguel Oyono Ndongo Mifumu
Nguema Mbasogo,Q112163006,Nguema Mbasogo,Nguema Mbasogo
Nicolas Obama Nchama,Q112163007,Nicolas Obama Nchama,Nicolas Obama Nchama
Nicolás Houtonji Acapo,Q112163009,Nicolás Houtonji Acapo,Nicolás Houtonji Acapo
Purificacion Buari Lasaqueros,Q112163010,Purificacion Buari Lasaqueros,Purificacion Buari Lasaqueros
Reginaldo Asue Mangue,Q112163011,Reginaldo Asue Mangue,Reginaldo Asue Mangue
Ruben Mye Nsue,Q112163012,Ruben Mye Nsue,Ruben Mye Nsue
Rufino Ndong Esono Nchama,Q112163013,Rufino Ndong Esono Nchama,Rufino Ndong Esono Nchama
Rufino Owono Engonga,Q112163014,Rufino Owono Engonga,Rufino Owono Engonga
Salvador Mangue Avingono,Q112163015,Salvador Mangue Avingono,Salvador Mangue Avingono
Salvador Ondo Nkumu,Q112163016,Salvador Ondo Nkumu,Salvador Ondo Nkumu
Teobaldo Nchaso Matomba,Q112163017,Teobaldo Nchaso Matomba,Teobaldo Nchaso Matomba
Tomas Esono Ava,Q112163018,Tomas Esono Ava,Tomas Esono Ava
Vicente Eya Olomo,Q112163019,Vicente Eya Olomo,Vicente Eya Olomo
Vidal Djoni Becoba,Q112163020,Vidal Djoni Becoba,Vidal Djoni Becoba
Víctor Grange Meile,Q112163021,Víctor Grange Meile,Víctor Grange Meile
Ángel Borico Moisés,Q112163023,Ángel Borico Moisés,Ángel Borico Moisés
